Content,Label
I just decided to disable the auto sensing feature all together.,1
To me a no contract phone should mean you can use it with any carrier.,1
Very good buy for the price,2
Would never go back.,0
"The phone is exactly the shape she said it would be and i am pleased with the screen, normally used phones have scratches if even minor, and it does not have a scratch in the screen at all.",2
Out the box set up was easy.,2
I challenge you to find that on this sales page on Amazon.,1
"Although over all, I am happy with it.",2
"In fact so great, it was hard to remember how difficult the picture actually was.",2
This is a nice TV.,2
I bought this over last year's model because that one states it does not work.,0
Great Tv for price.,2
"Can't believe the ""reviews"" I see out there about the ""buzz"" these Samsung plasmas make, or ""how weak the internal speakers are.""",1
But front pocket doesn't have the separate closing and isn't extremely big.,0
"This is my second Toshiba television (my first LED) and I must say I will never buy another Toshiba television again.To give credit where its due, the color of the picture is great, the design of the tv is sleek and elegant, the 120hz is smooth, and the features/internet capabilities are great.",0
"I love this camera, it takes great pictures, it is so user friendly, and is built like a tank but is really light.",2
I love Canon.,2
Canon needs to improve their sensor production in the next line.2.,0
We also bought an extra battery just for back up.,1
Don't waist your time buying this phone.,2
I live out in the country and after all the break ins that we have had this gives me peace of mind that I can have an aerial view of my property while my home security system keeps the house safe.,2
"it was easy to edit names for the inputs (e.g.,  tivo instead of the provided names).",2
Wow.,2
If you wanted to plug in an older computer it might be a problem.,0
It worked great and I loved this phone.,2
"Which is bull crap because as a post-production and audio engineer, it's useful to know what I'm dealing with.",2
"i love this tv beautiful picture  easy to use  i a, so very happy  with this set looking at as i write  it is beautiful",2
I bought it to work with Claro in Ecuador and I had no problems at all.,2
Also this phone is light very light.,2
"I travel a lot and I drag my laptop along so I can check news, email, etc, on something larger than my Blackberry phone screen.",2
The clarity is terrific.,0
"I then bought the 22"" LG led tv (LV2500) and in comparison the Samsung picture was so much crisper with no background picture noise but the colors were so much more reliable and consistently appropriate on the LG.",2
One disadvantage of this model is the small size of the keypad buttons.,0
"When I contacted Amazon to note it was not the bag depicted in the ad and was incapable of holding other ""gadgets,"" they agreed to ship another bag.",1
"Ok I admit I sat here with the box unopened wondering if I would ever get the set up to work, since I may type fast on the Internet but wires and plug in stuff never seems too have easy to follow instructions.You can add additional cameras and this set up is for day as well as nighttime use.",2
It certainly is not to me.,0
After a while it wouldn't slide out 100% like it did at first.,0
"I would give it a 5 , but Vizio needs to do something about there Quality Control first.",2
"As for storage, the Samsung is the most flexible, allowing internal choose a size 16 or 32 GB and appending its possible expansion with microSD cards.The camera is perhaps where worst comes stopped ATIV S compared to the other two competitors in the high range.",2
So I bought this non contract phone from Amazon last December.,1
The camera has a way to make the center subjects smaller than the subjects on the sides and smaller than they appear in real life.,1
"Nevertheless, there are also plenty of reviews commenting on bad photo quality.",0
don't do it  don't do it,0
"Bought as a gift for my sister-in-law, who fancies herself an amateur photographer.",1
I will try again now that I have used the camera a bit more and understand the settings better.,1
"Free shipping, though, so you get what you get.",2
"Hell, just buy the damn thing.",2
"* PSAM, wish that they include the PSAM in the rotary dial, rather than menu.",1
"Saved sales tax and free delivery..979 bucks for a GREAT 55"" LCD TV delivered to the door..No lags problems and sound is fine although I did hook it up to my Surround Sound system..No complaints..",2
Now here’s some truth The very things that made this look like a great deal are FALSE ADVERTISING what they don’t show on slick Asus designed sales page is <THE ACCEDENTAL DAMAGE PLAN IS A SINGLE USE PLAN>!!,0
"However, I do know what feels right.",1
Great battery life.,2
"Fortunately, I already had a Roku 3400R Streaming Stick  (Purple) that came with the 3M Streaming Projector Powered by Roku (SPR1000).",2
"It is small, easy to program, clips to the belt loop and prevents loss while mowing, etc Previously we had lost the large opener and spent a good deal of time looking for it in the yard.",2
"I've been waiting a long time for a carrier to offer a smart phone with a pay-as-you-go pricing model - and after about two weeks of use I can say that I am very happy with the T-Mobile Comet.I've been using T-Mobile's 10 cents per minute pre-paid plan for several years - previously with a cheap, extremely basic Samsung t209 phone.",2
very good very satisfied with the work very well in my country Venezuela but only up to 4 LTE digitel movilnet and movistar and no phone brings all accessories says,2
"First off the vertical axis was assembled incorrectly on the ""wrong"" side of the motion stops.",0
"The technical support, which I needed, fop remote access was terrific.",0
"My shifts are only about two hours, but I'll have 3 or 4 shifts a day and sometimes 30 minutes to an hour downtime between each so I get to cram in school work between.",1
You have press two buttons to put the phone on speaker phone and if you have dialed any numbers during the call you have to clear them out and then press two buttons to put it on speaker phone.,1
This is the only one that broke under warranty.,0
How quaint.,1
I was pleasantly surprised at how great the pictures came out.,2
The clarity great and so is the color video these cameras offer.,2
"More like looking into a 3D box than being at the movies; however, this is not the fault or capability of the HTDV.",1
Smacking it a good one restored the picture for a while.,2
"So, the seller said 'like new' is a mis-leading description.",0
"I have emailed technical support, numerous times over a couple of times, no response.",0
The rest is fantastic.,2
So I called Samsung.Their support STINKS.,0
It was a sad day when my WEBTV stopped working with Cox's telephone lines.,0
"I'll have that much good to say about this phone when I return it to the Verizon store.This phone feels like an afterthought on Samsung's part, as if they looked down their nose at those of us who don't want a smartphone and said, ""Oh, you just want something *basic*, do you?",0
"The D800 is the finest image making SLR on the planet, but you have to have balance.",2
I've not used all the functions yet.,1
"The manual zoom is not particularly smooth, but its feel is adequate and I found I was able to adjust to it.Past that, there's not a lot about the HS10 to recommend it.",0
"The number of images per disk, based on the size, provides plenty of space for anyone's needs, and extra floppies are easy to carry.",1
Im goin on 6 days without being able to use the product I paid for no more than 1 month ago,1
The instructions included fail to provide everything that you need to know about phone operation and it will probably be necessary to download an LG owners manual or go to the Tracfone site to see an explanation of how all of it's features and settings work.,1
I hope this helps someone else make the decision easier than I did.,1
excellent help and learned by watching how to domyself for future.,2
"Some thoughts on it since I've had mine since July:Pros:- High resolution makes 70% of pictures extremely crisp, and it captures text documents and flowers perfectly (when using the right settings)- High amount of settings but I only use ""SP"" Scene Position, which has presets for Party, Night, Natural, Text, Flowers, Sport, etc.- Panorama (splices three horizontal photos into one) pics usually come out great if used on nature and not man-made stuff- Built-in ability to rotate images and correct red eye, among others, are very usefulCons:- Video capture, although 1080p HD, is extremely poor and (even more annoyingly) extremely space-consuming.",2
Do not plan on using your Panasonic remote with your CEC connected device.,1
The 20D is a very capable camera for anyone that wants to shoot fast sports or weddings etc.,2
"I am enjoying this camera more than any other, even the LX and Rollei.",2
"If you see my reviews, I have been saying having external capacity is very key.",2
"Plus, all my recordings transferred from the old drive to the new one since I ran the MFSCOPY command via the WinMFS GUI.Below are some URLs where I pieced together the information to perform the upgrade (I hope these links remain in my comments, not sure if Amazon will remove them):http://www.tivocommunity.com/tivo-vb/showthread.php?t=370784#S5http://www.engadget.com/2008/04/17/how-to-upgrade-your-tivo-hd-with-winmfs/",1
"But that's not what LG was thinking when they included the MHL port; it's actually for hooking up MHL-enabled cell phones, so ""digital audiovisual signals"" can be transmitted.The only other problem I encountered with this LG is when I connected it to Cox cable, while only using the line from the wall, not the cable box.",0
"Get bunch (  I mean  around 10) of NFC Tags and use in bedrooms, offices, cars, living room and customize what your phone wants to do in those areas.",1
At the insistence of techno-savvy friends I made a leap into the 21st century and purchased a Samsung Galaxy S4 smart phone and my life is forever changed.,1
"I wish it had a second HDMI input jack so I can run my blu ray and my ROKU, but I worked it out.",1
"Sony and Samsung are really good, but I agree with Consumer reports that Sharp is the best (at least at the times that we've been in the market for HDTVs for 46"" or better)6) Looking at TVs in stores are demos and made to look best under the store lighting and not in your home, but it's still a good comparison side by side, which we liked the 70"" Sharp the best, but the stores here did not carry the top end 70"" Sharp with the extra brightness (Sharp LC-70LE857).",2
"Mid summer is release of playstation 3D upgrade, and 3d games should shortly follow, but because of the HDMI 1.3 jack on PS3 these also in 720P only.6/15/10  Update:I still love the TV.",2
It was impossible to get pictures of kids swinging at a piñata at a birthday party.,0
"I am very happy with my Kindle Fire HDX 7"".",2
"Overall, I am happy with the purchase, I only wish Vizio payed more attention to detail.",2
"I have no clouding, flashlight, or other screen issues with this tv.",2
bought this as a gift to my 13-year old nephew who lives in an island in the Pacific.,1
"Also, I can rent or download from Amazon and watch it instantly!",2
The product arrived with no defects.,2
not sure why so many negative reviews.. this product is awesome..,2
"what i was really impressed of was the low light pics and the 3D shots obviously...and with under water shooting as well, this cam got everything u need in one piece...the only problem i found in it was the short life of it battery which is why i gave it 4 stars instead of 5...the cam wont last long..so its better to get an extra battery with u if you are going out on a trip or just a regular outing because it wont last for more than 4 hours.",2
"That dealer said the phone was blocked, probably stolen, and showed me the red print screen making that statement.",1
"It is light and a joy to use.Auto Mode - If you want to point-n-shoot, this is the best option, Takes great photo's and very fast auto focus.Scene modes are terrific - landscape, portrait, close-up, sport etc.Where I found this camera to shine is when you switch to program, Tv, Av, manual or A-Dep.",2
I have been using these as my primary and secondary computer monitors.,1
This should be interesting....,2
"The plan was to use this in front of our treadmill as a prime only tv, we do not have cable or satellite.",2
"The refresh rate is perfect for those very fast action movies, like The Bourne Trilogy.I will update this when my sound system is hooked up and I've used that set up disc mentioned above, but for the price, $1049, bought here on Amazon, I can put this in another room in two-to-three years and go bigger(70-80).It's worth the five stars to me.....",2
Take the time to RTFM (READ THE !,1
"Images and video are excellent, as are the pan & zoom features.",2
LO RECOMIENDO AMPLIAMENTE.,
Hate it hate it,0
The menus are thoughtfully laid out.,2
"I have a Miami number, a London UK number and a Caribbean phone number all ring on the same Nokia N95 phone.",1
"So you need to make a guess with the exposure compensation, get out of that setting mode so you can see the live histogram, go back into exposure compensation if you didn't like what you saw, etc.",1
Meet my expectations .,2
I love it!,2
I used it for walking several steps and found it same as in S4.PROCESSING POWER:Don’t bother about it.,1
Color is not as crisp as a 42 inch that I purchased at the same time.,2
"Connection to wireless internet is easy, and it works great.",2
"No backlight, mushy buttons...average at best.The bottom line is that this set was $150-200 cheaper than a comparable Sony and looks great with HD programming.",2
I think i want to buy it.,1
sound is very good !,2
"Actually, using the channel button takes you to only a fraction of the channels.",1
"The regular zoom works great on its own, but once you add that extra zoom (when you cross the little bar on the screen) the pictures come out blurry without a tripod, but this happens with all cameras with digital zoom.Overall, I'd say it's like wrapping up a professional quality camera into a point and shoot camera that anyone can use!",2
"The size is great (I have the 7'), the HD color is unbelivable and the capability is wonderful.",2
"For once, thank goodness for Walmart and their crazy hours!",2
"Took the original home to package it and decided to test it once more, bingo!",2
Revision 2 - chipset 8107 gives you the ability to use external storage.,2
The Flip screen is in perfect condition.,2
I love this phone!,2
It really starts to blur the line between TV and computer.,0
"The phone is not as bulky as the other Nextel phones, which makes this phone easy to fit in your purse or pocket.This phone contains many attractive features once the phone is flipped open.",2
The picture is always very crisp.The remote that comes with the TV is also very nice.,2
I got this as a gift for my dads 50th bday..note:  He is note a pro photographer.,1
Makes everything much harder than needed.,0
"With the plethora of devices in tablets/phones, they have iterated so much that they can produce truly stunning products.If you care for weight, the Galaxy S4 is lighter than S5.",2
"Care adds details, such as wireless charging sold separately.HTC 8XThe headliner HTC is all a sample of expertise and stand out very well against its rivals, with several points in which the lead.The screen is not one of the sections which emerged victorious.",1
"Good replacement for lower end SLR's, Olympus sensors have always given me good colors and sharpness, this is no exception.",2
"Like all cameras, the most important component is the skill and imagination of the photographer.",1
SD card constantly unmounts/remounts2.,1
It works well with port forwarding to view across the internet.,2
Officially my first black friday purchase on Amazon!,1
Specially if you combine it with Abco Tech 4.3 Inch TFT Car Auto LCD Screen Rear Monitor View Rearview this thing rocks.,1
"Not as good as a full refund, but I'm glad just to get rid of the thing.",1
Took tons of pictures and mini-movies of my 2 year old son and our dog - all came out great.,2
It literally does a carriage return on the phone screen.,1
I even got it to play audio on the realtime view when the camera was recording.,1
I love it!,2
"Obviously, there's issues with other things but this seems to be the biggest disappointment.",0
It has a 1GHZ processor with 512mb of ram.,1
its fast enough for what i do but stalls on occasion and they don't make a small enough stylus.,2
"Also, the SSD drive makes all the difference in the world.",2
no regrets here.,2
"Cameras with special batteries can be a pain if you forget the charger, or run out of power in the middle of an event.",0
I purchased this camera for my wife as a Christmas gift.,1
"Most of your most important functions are found on external controls or customizable (to a degree) butttons.+ Good image quality, especially with good glass and shooting technique.",2
"The TV is great, but there is one slight defect with mine.",2
"I bought this phone for my wife as she really needs this type of ""office"" cell phone.",1
I have all the software I need (expect maybe a Kindle reader) and the phone is stable.Typing on the virtual keyboard is greatly improved.,2
"This isn't much different at all, and most people just don't know how to use the remote intuitively.",1
"So If you dont want to waste your money, then do not Buy this phone.",0
The picture quality is fine for my needs although I would like to be able to adjust the flash intensity for close up shots (currently try to filter the light with my finger over the flash which somewhat works).,2
"It's nice to be able to see the kids sleeping in the middle of the night.-network extender sounds like a good feature, but I'm not going to use it.Cons:-no two way audio for this model.",2
"I'm sure this will affect 1 person out of a million, but I thought I would note it.Lastly, the speakers are terrible.",0
"By itself, it offers more than enough capabilities and customization options to keep enthusiasts happy.",2
I will do everything I can to get your replacement out today.,1
"Two, like many people, I have an elderly mother who was thrilled to learn that two of her favorite soap operas, that were cancelled by ABC last year, were returning.",1
"Again, i blame this on the software.Lastly, the battery life is terrible.",0
"Be honest, gauge the reasoning for getting this camera, and then decide if this is a good fit.",2
The battery has an excellent lifespan.,2
"Feels like a tank, have little fear of damaging on adventures do to crush proof features.",0
"The battery life, though is awful.",0
"Looking at the back of the TV, I was really surprised to see that the antenna's terminal BROKE from TV, leaving a hole there.",0
Every issue has to follow the play book.,1
"I noticed some people have said that the camera colors aren't accurate but mine are pretty accurate.The night vision isn't that great, but it's better than just a black screen.",2
"If customers are consuming in a different language than the seller, the seller needs to hire native speakers to edit....that would apply to us as well.",1
"There are less expensive packages online, however they do not include the self stabilizing lenses.",1
Almost 15 yr old canon 20D(wielded by 9 yr old nephew) handled the task with ease.,2
"For me, 99% are great, clear pictures showing me what I had seen traveling America.",2
Is there *any* smart phone out there that's good enough to justify the 3x price difference?,0
"For example, the buttons are different shapes and sizes, and the power button is well separated from the channel change button.",2
"If you are using this thing to shoot movies a lot however,  I would urge caution in zooming if you are going to use the included microphone on the camera.",0
"If you were to go most any big box store & look for a cable 2/3 the length of this, it'll be 1.5 times the price...",2
I was deciding between a Canon 40D and this camera.,1
i need only the english part.,1
I am living alone as a girl for the first time in my life and it really makes me feel better knowing i have these to give me a heads up or alert the neighbors.,2
After several break-ins in our usually quiet neighborhood we decided to get an alarm system to replace our 40 year old non working wired system.,1
It also takes too long to reset after a shot...so forget getting a couple of quick ones in a row.,0
I have big fingers so using a cell is a little hard for me .,0
I finally got my answers for a computer programmer friend.,1
Highly recommend this camera!!,2
"Finally, the camera has a plastic body and just feels cheap.",0
if you are going to buy a smart phone go with something else other than a Motorola s***.,0
"Now the camera powers on and stays on.Unfortunately, my problems were not over.",0
I use Amazon because I know the reviews are from real people like myself and I can tell from these reviews if a product is a problem.,1
When I was looking for a convertible Ultra-book I had been using the Asus slate and had the Tiachi on my shortlist thinking it was a step-up I was also looking at the Surface and the Leveno they were all around the same price and had roughly the same specs.,1
Its awesome.,2
I do with Amazon Instant Video and Amazon Cloud Service.,1
Will need more time for real evaluation of camera itself.,1
"Get this TV and you can literally tell your friends that your TV is better than their's, sight unseen.",2
I even enjoyed watching movies from Netflix on this TV.,2
I have had it for a month or so with little or no problems.,2
"),  2) The second is letting go my four DX lenses and the D7000 which are being passed down to my son.",1
You have to learn about your router settings and port forwarding but really a little bit of study never hurts.,1
"The letdown was with the gadget bag, which was entirely too small.",0
Thankfully my roommate has an iPad and it works flawlessly with that and his iPhone5.,1
"I use it as a monitor for my home theater/ gaming machine, as well as for my 360, Roku, and Blu-Ray.",1
"But, as far as the T V goes she loves it!",2
You will be happy to deal with this seller!,2
"Finally, if you buy this or another TV, learn how to turn off ""Auto Motion Plus"" or the motion interpolation feature... you'll find the ""Soap Opera Effect"" to be quite bizarre in some programming.",0
Streaming from Hulu Plus was great.,2
"Again, I've never had this problem with my iphone or Mac.",0
"Similarly, like most camera LCD screens this one seems a bit more exposed without the rim around it that was common to older digital cameras.",0
"Simply connected the Sony Blu Ray, placed a 3D disc in, the HDTV autodetected 3D, and it simply worked.",2
"I love it so much that when someone stole mine off an airplane I'd just left, that I ordered another within 24 hours.",2
during dark shots it looks like someone is shining a flashlight onto the face of the set.,0
"But, for now, I am loving it.",2
If you don't need the camera to be water proof and your at speeds less then 100mph the open back doors are the best way to go.,2
The prints are pristine.,2
"This is the second VIZIO tv I own and the picture quality and sound are great, have not had any problems with the set.",2
I write the comment in this way because Amazon is not giving me the option to contact the seller.,1
"This was the first time I purchased on Amazon, but I will do it again..",2
Tv only weighs 50 something punds.,2
I had been slowly working my way up to owning a professional camera with the hopes and dreams of becoming a wildlife photographer when life threw me for a loop and suddenly i'm going to be living pretty much out of a suitcase for a very long amount of time.,1
What happen next was short of a Miracle.,1
Called support and this was of no use.Asked to return them-  said I could try but unsure how to do it and no refund could be made.Packaged them up and sent them back.,0
"I was worried the focusing would be an issue, but it's actually very fast and accurate.",2
perfect TV!,2
We sent it back but you were out of stock.,1
I got this as an inexpensive alternative to our family Ipad.,2
!,1
(2.,1
"After being hung up on I called back and spoke with Brianna, who I had the same result with.",0
The computer feels flimsy and the power cord keeps detaching itself from the unit.,0
"Camera has excellent fidelity, clarity and contrast.",2
The camera could not have been jostled in some manner ..DON'T BUY CASIO PRODUCTS!!!,0
It does everything I need and more.,2
And the price is great!,2
Smartphone is ok but charger is not eligible for us.,1
If you sell it for $26.9 I bet you will sell it as many as the camera itself!,1
The TiVO is getting signal from a Terk HD antenna mounted on the roof.,1
it is a great camera  and i couldnt have asked for better from his kind of camera.,2
"Not a problem for normal listening, but if you are trying to watch TV quietly at night there is nothing between muted and too loud.",1
So this TV can be a great hook up to your computer and for people who looks for a great picture & motion quality in average mid-valued TV.,2
We have owned the Vizio VM190XVT for three years.,1
"Also this camera is NOT a replacement for for the DSLR and if you are willingto slow down the pace, and frame your shot.",1
"long, provides in-depth usage instruction, but is only in HTML Format vs. PDF, can be difficult to follow & print out.",0
"Sometimes the apps like amazon video get hangs, but just by refreshing it works just fine.",1
I waited.,1
"I obviously knew what I was going to get with a Canon DSLR, but none of the accessories included are anything short of satisfactory.",2
Product as per specification except for the earphones which is not provided in the box.,1
The ability to set up motion and sensor triggers to capture images was a great feature that I hadn't planned on.,2
I feel like I'm back in the days of the first android phones.,1
I was a genius and ran that phone thru the washer and dryer.,1
"I have a 6 month old, so it's crucial to be able to take pictures quick and this camera is not doing the job well :(",0
Currently it's only good for Wi-Fi access and that's not worth a $300 phone to me.I'm pretty disappointed in this phone.,0
"We also tried many of the settings posted in the reviews, and while all of them made HD look even more gorgeous it just made watching regular tv even worse.",1
"This replaced a broken Nikon P500, which I was quite happy with until the card holder broke.",1
"The previous version of the phone had already won awards for best mobile device (Mobile News) and accolades for most innovative phone from Gizmodo and Engadget - but now the 1020 has added quite simply the best camera every seen on a smart phone.This is not just a small leap in camera capability or a slightly better quality - the pictures you can take with this phone are jaw dropping.I have taken a Canon DSLR pro camera out with this phone and am often jealous of the sharpness, color and capabilities of this tiny device.Show someone a picture and they say wow - then double click the screen and zoom in 6 times to show the sharpness is still there - and every one of them has said ""I want that phone"".",2
"They brought the TV in, unwrapped it, turned it on, made sure it was working, then took the outside wrap back with them.",1
It is super sturdy and has no trouble being tossed in a backpack and going along for a hike with you.,2
"But honestly you are better off paying for a real dslr, or using a bridge camera.",0
"I have a home theater room with 100 inch screen and cant wait to get a 3d projector (not available yet in 1080p), but would recommend the largest 3d tv that you can afford, and 63 inches to me is only a half as large as I think is optimum.Sony and LG are supposed to come out with 3d tvs this June in time for the ESPN 3D launch for World Cup Soccer.",1
"So, I love it that this camera is completely idiot proof for taking awesome quality continuous shots.3) Amazing picture quality in auto mode - I gave up on my DSLR largely because I am such an amateur photographer that I could never get the settings right to take a great photo.",2
I thought they'd go the way of the buffalo when film became passe'.,1
Nothing matches the SZ-12 in its price range.,1
I get false alarms when the sun goes behind the clouds; yet someone can walk right in the center of the picture and not trigger an alarm.Recording does not start fast enough.,0
"First, the wifi sometimes disconnects out of the blue and I would have to turn it off and on again.",0
It's in the seller's hand to make good on this now.,1
Just push the 3D button while playing these movies or displaying these photos.,1
They appear as black dots.,1
I try to not notice it and mostly don't until I'm watching NatGeo and my stupid fat face is sitting right there between the lions stalking the water buffalo at night.PS.,1
"I heard a lot of other reviews on amazon saying that the stand wasn't the best made, I sort of agree with that.",0
"Checking on reviews at various sites also led me to believe the SX500 IS was at least comparable, and usually better than the other 30x ""ultra"" zoom cameras.After playing around with it a few days, mostly on the Auto setting, I'm very happy with the optical zoom and the image stability you get at 30x, better than I got with the Lumix at 10x.",2
It's relatively cheap for the quality that you get out of it.,2
"These SmartTV apps are a bit slower to start up, but they otherwise work great.All in all, I'm extremely satisfied with this television.",2
The camera feels great in your hand and performs very well.,2
When it rang I thought what's that weird noise?,0
First day of use:the unit's picture is not as sharp as CRT TV.remote is not very responsive.,0
Think of it as the difference between USB 1 and USB 2.,1
I use a Mac.,1
"I will not call Samsung Galaxy S5 as revolutionary, but it is certainly evolutionary.",1
If everything in life were this easy!,2
Would definitely recommend.,2
Don't think twice.... just buy it.,2
Only annoy thing I found is having to convert my videos to play on iPhones as it only records in AVCHD.,0
"Other than the included kit lens, the lenses for this system tend to be larger than those for the Olympus, Panasonic, and Nikon competitors in the mirrorless camera segment.- With the included zoom lens, the camera has to apply a *lot* of distortion correction as you get to either extreme of the zoom.",1
The quality of the pictures is just amazing.,2
No complaints here!,2
I have taken about 1700 photos so far and am very happy with the quality of the images.,2
Totally flawless.,2
The picture has been flawless and it functions without issue.,2
This Christmas I purchase one le pan  tc 97 9.70and another android from China Mica oneI have both and there no comparison the le pan is excellent bright colors is just like the other reviews one excellent tablet I recommend and I also want to emphasize do not order from China you will have the hardest time you your life to return or fix a problem.,1
Thank you for making my shopping experience a joy!,2
"Cannot zoom the lens in movie mode.Were I to buy it again, I would also consider the Pentax Optio W80 and the Panasonic Lumix DMC-TS1 since reviews say picture quality is better and they shoot HD video.",1
These cameras are great and so easy to use.,2
"That's what I was looking for is a tough ""General Phone"".",0
But as a owner of the previous model i'm spoiled.,1
After v1009 this problem which used to occur 100% of the time not happens maybe 10-20% of the time.,1
"When we received the TV, the power cord on the back was loose and the frame is cracked, the box from UPS was in perfect condition, not sure when the damage happened.",0
I ordered a black phone for my son and we recieved a purple one.,1
"Google Now is understandably, still relatively new - but how does the phone not have some form of notification center?",0
I hope to have this for a very long time.The battery life is terrific!,2
(These are not for kitchens).,1
!,
I looked for the best price and got it through Amazon.,2
Landed in the middle with 4 stars in the end.,1
"Or even just open the box first before offering for a ""fabulous"" deal.",1
The touch screen works like it should and the apps and programs respond for the most part!,2
"Mine has been bounced, scratched (except for the lens protector which seems to resist scratching; awesome!",2
"but until 19th, 5 days after the TV arrived at my town, I still didn't get a call.",0
It quickly does hit a brick wall and the apps fall dramatically in quality.,0
and dropped the camera on the sidewalk!,1
"I now have a camera that streams live when I request it, but constantly records onto a Micro SD Drive so in case I need to review the backup footage.Being able to check up on my mom to make sure she is ok. Priceless!",1
On my Canon's simply pressing the picture preview button will let you view pictures without the lense extending.,2
**************************Just got this set from Amazon about 3 weeks ago after laboriously weeding out others because of size/features.,1
GREAT PHONE FOR UNDER HUNDRED DOLLARS.,2
This was a disappointment since I rely on CEC to keep my HTPC in sync with my TV and  use my TV remote to control my HTPC.,0
Virgin Mobile is so much cheaper and great service.,2
"The sound is clear, loud enough, but it is hung on the wall in my bedroom so I am not really cranking it.",1
"I did not expect this camera to do well indoors or in low light, but I didn't realize how poorly it would perform in these situations.",1
I'll start by saying I am a general fan of Samsung products.,2
"It beats passing out dollar bills, as I have in past travels, and you can still do that, as well, if you are so inclined.",1
Don't buy this product.,0
"I bought this camera to use for art purposes, but I am using for business right now.",1
"CRTs can produce true dark blacks and I think that is a very important part of the movie experience.Although this tv weighs in close to 200lbs, you can have somebody like Crutcfield or SonyStyle, deliver it in your home completely free of charge!",2
However i pay for the Xbox and it's live services.,1
I have no complains its a great and a must buy TV!,2
I consider voice dialing on this unit useless.,0
It takes a bit of time to study the users manual but the camera can be used  almost intuitively.,2
This 60is hz bumped to 120 by cleara motion is blur horrible.,0
"Of all the point-and-shoot, pocket cameras out there, this one finally delivers speed.",2
"One of the nice features I loved on my Pearl was the fact that the Usb charger was very popular, so even if I lost my wall charger I could always find a Motorola charger to plug it in to, buy one for 3 bucks, or just grab any of the supplied USB cables from an external hard disk, PS3 controller, mp3 player, etc, and just recharge it using my computer.",2
Easy set-up and no wires to run.,2
"For that price, you are in the same range as the various e-readers such as the Kindle Fire (did I mention it has e-reader apps available?).",2
I'm not sure why I put it off as long as I did.,1
Did Samsung suddenly decide that a standard SD card is just too heavy??,1
"Got this one for the wife to replace another COBRA that didn't cover some of the newer bands ... everyone liked it so much, we upgraded the other 2 drivers to this unit.Chose it because it had the range and features w/o the stuff that costs more that we didn't care about ... touch screen, GPS speed trap and stop-light notification (although it is an available option on this unit), stuff like that.It's always that speed sign you missed due to a large vehicle, or poor positioning, or the one time you are not paying as much attention that you normally do that you get snagged.",2
"However, this is my first camera purchase ever; but for those single-use things.",1
Compared to the S3: Apps snap open; Windows slide smoothly; Calls are made and answered instantaneously.,2
It's really not much to speak of but still worth noting.,1
GREAT,2
Couldnt ask for more.,2
"You can surf the internet, watch Netflix, surf YouTube, or get on Facebook with just the TV remote control--among other features.",2
It's gorgeous.,2
Worth the money and only complaint is brightness had to be turned up.,1
"I have an 18 mm f/3.5, but it cost as much as the DSLR body and barely equals 28MM effective, whereas the DSC-HX1 has a 28 mm:f/2.8 equivalent built into the 500 mm f/5.2 telephoto.",1
"Instead, you get 4 cheapo alkalines that last about 5 minutes (no exaggeration).",1
With this camera you just have to get it close and the software will line it up automatically.,1
"Higher MP, VASTLY increased ISO, better native resolution, bigger lcd screen and better res, weights 100g more (one of the few negatives), better viewfinder coverage, more movie formatting options, HDR, focus points vastly increased, shutter lag halved, battery life increased by 100 shots, continuous shooting up 35% - from 3.9fps to 6fps, 2 stoarage slots instead of 1, and now accepts SD cards along with CompactFlash Type 1.",2
Canon is an excellent products.,2
The mini SD card (an extra) is a great way to transfer photos to PC.,2
This Cruz Tablet is nothing more than a 300 dollar book reader that you can check your email on.,0
It does everything and is very easy to use.,2
Theorize that this phone is more compatible for wireless down south?,1
I had purchased this camera specifically for taking landscape shots and it worked exceedingly well for that application.,2
It never fails.. Has a great picture.. alerts me if there is movement or sound in the house..Even worked the entire time Hurricane Sandy was hitting my house.. Never failed..,2
For some reason half the button presses wont respond or you have to hit the center of the button on the remote to get it to respond.Other than that the tv is great for video gaming and movies.,1
I don't.,1
"It was the ONLY 37"" I could find, it seems they do not make them any longer.The only problem I had was the tv has a small indentation on the screen at the top center.",1
Would not recommend this camera at all!!,0
I received it in a timely manner intact and put it to good use after charging the battery.,2
The features are perfect.,2
I recently bought this product and I can't say enough about it!,2
"On the whole I was disappointed with the picture quality, and will probably take the camera in to have the lens cleaned and/or checked for moisture in the lens.",0
"It does much of what I used my Ipad for (music, books, news, etc.).",1
"For instance, when deciding you need to override the camera's exposure setting using exposure compensation, you'd want to be able to view the live histogram.",1
As I'm still a relative newbie with Samsung tvs...having just purchased a Samsung 46 led a couple of months ago...Let me say they make a gorgeous tv screen... night and day difference between a 46 Sony Brava that failed on me and prompted the need for replacement.,2
I would have no qualms recommending this camera for people who sell on Ebay as a result of its strong macro performance.,2
"Also, this phone gets reception in places that my smartphone does not.",2
An ounce of prevention is worth a pound of cure.,1
Beats me.......I don't get it.,1
The SX50 has an optical view finder which is helpful in the bright sunshine.,2
got sick for 11months other ppl took over hm never recieved this item.,0
And its not small!,2
Love this camera!,2
I recommend adding a protective screen protector to lessen the potential for the glass shattering if it takes a hard fall.,1
"Excellent quality pictures, camera in great shape.All functions work.Honestly i did not just get a used camera, i got an outlet for my artistry",2
Re-charging of the provided re-chargeable battery is done with the provided USB-cable and the power adaptor.,1
